PostId,ParentId,CommentId,CommentContent
13874826,13864443,19109063,"So do I, but more out of a gut feeling than solid knowledge. And this approach forces you to provide an awkward ""dummy"" no-args constructor that simply nulls all the fields, right? Otherwise the class wouldn't be proxyable."
13874826,13864443,19110828,"You can annotated a constructor with `@Inject` and it will inject al of the args into the constructor, then you can proceed as you normally do. Of course any qualifiers will need to be on the constructor args."
13874826,13864443,19111113,"I know how constructor injection works, as stated in the original question. But when I add a constructor with arguments (injection-annotated or not), I also need to add an explicit no-args constructor as well to keep the class proxyable. And in the case of final fields, I need to set all the fields to something (null in this case). That's a bit awkward."
13874826,13864443,19123664,"Can't say I know enough about CDI / Weld proxying to help with that.  That said, I usually try to only proxy interfaces (not concrete classes) and then there is no need for dummy constructors."
13874826,13864443,19126813,"Good point about using interfaces. However, sometimes they're not useful and simply add boilerplate."
13884208,13864443,19126674,"My question is not about whether an injected instance may be exposed to access by multiple threads or not - I _know_ that, and actually want it. One typical use case is a JAX-RS resource class that's ApplicationScoped and gets some fields injected. Of course this means that many threads will acccess the same instance.&#xA;&#xA;MyClass itself may be perfectly thread-safe (e.g. by having all field accesses guarded by a lock) and could still be published in an unsafe manner (see [this](http://stackoverflow.com/questions/801993/java-multi-threading-safe-publication)). Does CDI do anything about this?"
14080129,14080014,19471919,"There is some problem in your solution, its not giving all possible combinations."
14080129,14080014,19472013,"For the given examples, it will gives three combinations i.e `{ (id, ""1""), (mkt , ""in""), (dept, ""sales"") }`, `{ (id, ""2""), (mkt , ""uk""), (dept, ""test"") }` and `{ (id, ""3""), (mkt , ""us""), (dept, ""var"") }`. Ideally there are 27 possible combinations."
14080129,14080014,19472376,@RaviGupta I updated the answer...
14082912,14082912,19473721,Its due to timezone..
14082912,14082912,19473727,How can I change that ?
14082923,14082912,19473543,How can I do that ?
14082923,14082912,19473553,check my updated answer
14082923,14082912,19473754,"I want a date, not a string :/ Besides, your code returns an empty string.."
14082923,14082912,19473771,"The date is an abstraction. What you want is to display it correctly, and you can do that with a date formatter."
14082923,14082912,19473859,"I added the style setting for date and time, so it now prints something like `Saturday, December 29, 2012, 4:28:25 PM Central European Standard Time`. Clearly you can customize that."
14082923,14082912,19473974,"@Gabrielle : I don't want to print it, I want to set it to a property of a custom NSObject."
14082923,14082912,19474158,"@Seb Store it like it is. NSDate contains the timezone information (the trailing `+0000`) so whenever you need to display it just format it and you're good. `NSDate` is a model, whereas its formatting (timezone, style, whatever) is purely a visualization matter. And by the way my name has just one ""l"" in it :P"
14082923,14082912,19474166,"Indeed, it gave me : ""heure normale de l’Europe centrale / 2012-12-29 16:47:02 +0000"", thanks. But how can I convert it to a date ???"
14082923,14082912,19474201,"Refer to my last comment. The only reason you may want to change the timezone is to display it. If you don't need to do that, you're good."
14082923,14082912,19474283,"Ok, I get it. Thanks !"
14157871,14157871,19611229,What do you mean by *stuck*?
14157871,14157871,19611480,"To my understanding, the data is already in the form you want it to be."
14157871,14157871,19611888,You should check out a framework like https://github.com/janl/mustache.js/ which will make your templating much cleaner and efficient.
14157871,14157871,19612272,Don't. Use templates.
14158042,14157871,19611833,He's using jQuery. Might as well make some use of $.each etc.
14158042,14157871,19611858,If he understood `each` he wouldn't have stuck on it! Hence I used the for loops and array notifications so that he gets to know whats going on!
14158042,14157871,19611908,"I was under the impression that he was stuck with the actual dynamic HTML element of the problem. He has the code for the loops already, using $.each"
14158042,14157871,19611920,Let him decide! ;)
14158103,14157871,19611721,"Great fiddle.. @Asker - just rearrange his `<td>"" + obj.id...` and switch the place of `obj.name` with `obj.sentiment` and it'll match your layout."
14158103,14157871,19611880,@sircapsalot thanks..:)
14252212,14252212,19787685,possible duplicate of [Is there any cost for using Push Notification Service?](http://stackoverflow.com/questions/2144678/is-there-any-cost-for-using-push-notification-service)
14252332,14252212,19779273,I'm not looking at 3rd party services. I tried searching the apple site for any comment on limit. I'm looking for some official doc which either says its free or mentions the charges to reassure a client.
14252332,14252212,19782454,"It used to say this on Apple's website, but their wording has subsequently changed ""Push notifications are free. Your app cannot charge customers for the use of push notifications."" See https://www.google.co.uk/search?q=Push+notifications+are+free.+Your+app+cannot+charge+customers+for+the+use+of+push+notifications (top result in Google)"
14252332,14252212,19782512,"Also, you can look at Apple's guide for push. https://developer.apple.com/library/ios/documentation/NetworkingInternet/Conceptual/RemoteNotificationsPG/RemoteNotificationsPG.pdf"
14252332,14252212,19811761,"Google result shows those wordings but the linked page does not. Also, I couldn't find anything related to free / charges in the documentation link. I'll mark you answer as accepted, but if you come across the required URL anywhere plz post it here. Thanks :)"
14260290,14190165,19864228,"Thanks - however, does this imply that ""general structure"" is all tied together? Or am I thinking about it incorrectly?  Very few of my projects are actually related to each other (in code terms), just the department they are for, although I do have shared ""library"" type code as well."
14260290,14190165,19868772,"Also, from a quick ""play"" with SVN, it appears that projects also have Trunk/Branch/Tag folders?  So do I have T/B/Tg inside my T/B/Tg ?"
14260290,14190165,19890149,"You can choose the layout. You can define a global T/B/Tg to branch and tag the whole repository having only one trunk where all projects progress or have the projects (and common code) and inside each one the T/B/Tg layout. It's your project/projects life cycle what defines the repository layout, without knowing more of your product development cycle I can't say more."
14260290,14190165,19890181,"Also maybe you must consider an approach based on several SVN repositories, one for each project."
14260290,14190165,19890346,"Thanks Diego :)  Last one (I promise!) as I am still a little confused.  There is no clear project life-cycle...it's ""as and when"" for most of them - When you ""Tag"" a Trunk - does that take everything from the trunk...as it is at THAT moment, or can you specify part of the Trunk?  e.g.  If I am working on Proj1 and ""diego"" has just started Proj2 - then when I Tag the trunk, do I get your part completed code?"
14260290,14190165,19891025,"I lied!  I am coming from VSS2005 - there you ""check out"" to a base folder...and everything else is relative to that folder.  Does SVN do the same?  I think that is the source of my confusion - matching where something ""sits"" in SVN to where it ""sits"" locally on my HDD!"
14260290,14190165,19891474,"You create a tag from any directory. That includes any directory of the trunk. A tag is only a copy. So you can tag trunk/Proj1 to tags/Proj1_release01, for example."
14378925,14378339,20009972,"Thanks, this helps! I just jump in WPF since a week ago and need satisfy quite a few requirements in a short time and so far I have found what I need! I need still get time to read WPF systematically!"
14378925,14378339,55262178,"@MerickOWA: yes, thanks - edited."
14504109,14503892,20217641,"+1. And the solution to the problem is to get rid of the move assignment operator, the copy-and-swap one handles rvalues _and_ lvalues, that's the point"
14504109,14503892,20217783,"@JonathanWakely tnx, updated."
14504109,14503892,20218040,@rhalbersma Thanks for the answer.  I obviously have more to understand about why the implicit conversion sequences are same by understanding rvalues more
14504109,14503892,20218053,"@JonathanWakely good clarification, thank you."
14550537,14550537,20297870,"Why do you expect `func(List(1, 1, 2, 1))` to be equal to `List((2,1),(1,2),(1,1))`? Shouldn't it be `List((2,1),(1,3))`?"
14550537,14550537,20297895,No. Only consecutive should should count for the purposes of this function
14551666,14550537,20300106,"In your example, how do we perform a check whether this element is same as next element? Is `y` a special trick we use here?"
14551666,14550537,20300962,"Yes—it's essentially the same as `case (c, v) :: rest if v == y => (c + 1, y) :: rest`."
14551666,14550537,20322262,Thank you Travis!
14634268,14634268,20442838,"if you want to check, if something is in an array or not, use `in_array` - i dont get the point what you are trying to do with exceptions here? i.e. wheres the difference between returning `false` and throwing an exception? Or lets say: What is your desired outcome? Should the app behave different?"
14634268,14634268,20442941,"If you are simply trying to tell if a string is ascii or not, your function is wayyyy to complex for that. If that's not what you are doing, you should choose a different function name."
14634268,14634268,20443021,"I agree, you are a bit overengineering here. This kind of complexity at this stage of your application design won't help in the future."
14634268,14634268,20443757,"@crush There are several combinations of ascii symbols, that's why I have an array with regular expressions for each type."
14634268,14634268,20443828,@dognose I just want this method to throw exception (OutOfBoundsException or OutOfRangeException probably) and I don't want to throw it manually after checking condition with `in_array()` or `array_key_exists()` function.
14634268,14634268,20444343,"@crush I added screenshot to my post with this array, I find it very convenient to test strings in such way."
14634436,14634268,20443926,"Well, I wrote that I don't want to throw exception manually, like you wrote, because I supposed there was a better way to do that using natural internal exception mechanism. This would reduce amount of code. But if there is no chance to do that - well, then I'll check conditions and throw exceptions in method's code."
14634436,14634268,20444082,"I'll try to explain more carefully. I would like to write code here like in Java, just like that `public static function isAscii($string, $type, $length = -1) throws OutOfRangeException`. If something like that is possible, there is no need in writing extra conditions in my method's code. I don't know all the possibilities of PHP, that's why I asked this question. If that's not possible – no problems, just wanted to ensure."
14634436,14634268,20447371,"I think ""better way"" may be a matter of perspective. As far as I know, php doesn't have a means for defining functions like Java, and that's ok seeing as they're just different languages. Succinctly, the answer would be ""no"" that you cannot do this and have to rely on the self definition. I'm not the end all authority on this, but in my 8+ years of PHP and numerous frameworks, CMS packages and adopted code I've never known of this being possible."
14634436,14634268,20453129,"ok, thanks for your answer!"
14815033,2076299,22252240,it's not work in FF 19.0.2!
14815033,2076299,33341296,Doesn't work in Chrome 33
14815033,2076299,83509902,works in chrome (tested) must be accepted
14997573,9001702,38597937,"Awesome! Much better than the HTTP authentication method, of which the logging-out code is much more complicated. If you would add the PHP closing tags in all three codeblocks, I will up you answer. Oops, I already did! :-)"
14997573,9001702,44504268,"@FrankConijn Please see http://php.net/manual/en/language.basic-syntax.phptags.php: ""If a file is pure PHP code, it is preferable to omit the PHP closing tag at the end of the file. This prevents accidental whitespace or new lines being added after the PHP closing tag, which may cause unwanted effects because PHP will start output buffering when there is no intention from the programmer to send any output at that point in the script."""
14997573,9001702,59518850,"I think that the logout should be implemented using post method, not get."
14997573,9001702,76669809,will it work if you click the back button?
15051263,15035729,72857913,"There's no API, but [this simple method](http://stackoverflow.com/a/42877044/1971013) works."
15508093,15508093,21960421,I don't observe this in my app. Show some code.
15508093,15508093,21972962,Glad you solved it. Good work! :)
15508093,15508093,21987376,"Ha, thanks. But sadly, only identified and no solution yet!"
15508093,15508093,21994220,"If you can figure out how to modify the pk lookup query to handle table inheritance without breaking things, I'd definitely be willing to accept a patch."
15659449,15659449,22223853,can you show more code please? are you getting any errors?
15781802,15781802,22439158,depending on the task you can create a frame in the frame and destroy that
15785255,15781802,22470038,"I managed to solve my problem by creating a function that will recreate the frame i want to clear up every time i want it to update.Thanks a lot for your help Bryan, your answer was informative."
15785255,15781802,51727652,"@Chris Aung: Would you mind sharing that function? I am searching for just that, because my own fails for some reason."
15785255,15781802,51745458,"Here one can find a method, which works: http://stackoverflow.com/a/15995920/1829329"
16163414,16163414,23098984,Why is the code cut off?
16163414,16163414,23099034,Similar Question : javascript - jquery: stopwatch - Stack Overflow&#xA;http://stackoverflow.com/questions/10065222/jquery-stopwatch
16163601,16163414,23099295,This is not how you use `setTimeout`.
16163601,16163414,23099563,changed to setInterval ))
16163601,16163414,23100672,any reason to do `function(){increment()}` instead of just `increment`?
16163601,16163414,23100722,"I said `increment`, not `increment()`. FTFY"
16163601,16163414,23100727,no reasons )) should work in both cases.
16165982,16165982,23103405,"*""Can I do it without loop?""* Why would you want to? This is what loops are *for*."
16165982,16165982,23103688,How do you define how many prompts have to be defined?
16165982,16165982,23103723,is it a value passed from the server? or a count calculated at the client side or decided based on a value entered by the user in one of the prompts
16165982,16165982,23104344,"Nope. The value is typed by the user. I wanted to escape the loop, because I have to send an AJAX request to the server for each prompt in the array and I just wanted to ignore the empty prompts."
16166028,16165982,23103430,"*""I'm going to have **unknown** number of prompt dialogs.""* (my emphasis)"
16166028,16165982,23103471,"Yes, my code will check any number of prompts assuming each prompt is specified as `arrayName.push(prompt(""Enter text""));`"
16166028,16165982,23103509,"But again, it's an ***unknown*** number. So clearly they can't just be written in the source; that would be *known*. (He also asked to do this ""without loop"" for some completely unknown reason...) Anyway, I leave you and the OP to it. If the question ever makes sense, he's in good hands getting it answered. :-)"
16166028,16165982,23103525,I will create a loop and it will set the correct number of arrays.
16166028,16165982,23103598,It may be unknown to the script at the time of writing and receive an unknown number of prompts from a cfout or php echo or whatever
16193967,16193967,23153500,What gets leaked ?
16193967,16193967,23157634,"What @Wain said.  Also, why do you think it leaked?"
16193967,16193967,23190761,"I did the tests with the xCode Instruments tool, and the tool accuses CFNetwork.&#xA;However if I comment out the code of the request, everything runs normally.&#xA;This would not be a leak? It is necessary to inform something on file .plist?"
16193967,16193967,23992239,There is nothing in that code that could be leaking save for the returned `urlData` (if it is retained somewhere).
16245209,16245209,23241882,The alert displays NULL
16245209,16245209,23241962,You are just showing your SQL request. Show us your PHP script in pass_url.
16245209,16245209,23241990,You havn't included the PHP code that the page is sending AJAX request to
16245209,16245209,23242148,"<?php header('Content-type: application/json'); $est_id = $_GET['id']; $server = ""*""; $username = ""*""; $password = ""*""; $database = """"; $con = mysql_connect($server, $username, $password) or die (""Could not connect: "" . mysql_error()); mysql_select_db($database, $con); $result = mysql_query($sql) or die (""Query error: "" . mysql_error()); $records = array(); while($row = mysql_fetch_assoc($result)) { $records[] = $row; } mysql_close($con); echo $_GET['jsoncallback'].'(' . json_encode($records) . ');'; ?>"
16245209,16245209,23242319,Just try to execute the php file by hand and echo the output of the sql statment. At least you know if your scripts work then. Post your results.&#xA;Greetings
16245275,16245209,23242030,"the pass_url script is fine i have checked this, no problems here, cheers"
16245275,16245209,23242123,"<?php&#xA;header('Content-type: application/json');&#xA;&#xA;$est_id = $_GET['id'];&#xA;&#xA;$server = ""****"";&#xA;$username = ""****"";&#xA;$password = ""***"";&#xA;$database = ""**"";&#xA;&#xA;$con = mysql_connect($server, $username, $password) or die (""Could not connect: "" . mysql_error());&#xA;mysql_select_db($database, $con);&#xA;&#xA;$result = mysql_query($sql) or die (""Query error: "" . mysql_error());&#xA;&#xA;$records = array();&#xA;&#xA;while($row = mysql_fetch_assoc($result)) {&#xA;	$records[] = $row;&#xA;}&#xA;&#xA;mysql_close($con);&#xA;&#xA;echo $_GET['jsoncallback'].'(' . json_encode($records) . ');';&#xA;?>"
16245275,16245209,23242640,"I had quotation marks in the column data, would anyone know how i can parse the result to include these?"
16245275,16245209,23250148,"*SELECT establishments.name AS estName, &#xA;            establishments.address AS estAddr,&#xA;            establishments.telephone_num AS estTel,&#xA;            establishments.description AS estDesc,&#xA;            establishments.Logo AS estLogo,&#xA;            establishments.title AS estTitle&#xA;      FROM bucurestideals1.establishments&#xA;      WHERE establishments.establishment_id ='.$est_id.';*"
16420046,16420046,23545273,can you give us some sample data to work with?
16420046,16420046,23546284,"I put some data below, but I don´t have priviledges yet to post the graph that I get."
16434544,16434544,23569811,Have you tried running the query directly against the database?
16434544,16434544,23569830,`$r['date']` OR `$s['date']`
16434544,16434544,23569862,Where `$r['date']` even did come from ?
16434544,16434544,23569949,Good point @MarkBannister. I just tried that at it said 'empty resultset'. Hmmm...
16434544,16434544,23569991,"@CORRUPT & others, will amend the code. That's definately another issue. Thanks."
16434544,16434544,23570553,You can't use a unix timestamp because it contains the seconds. Try using DATE('date')='2013-05-08' in the WHERE clause.
16434707,16434544,23570469,Thanks. I'm checking this but just got called away unexpectedly. Will be gone a few hours. Will accept an answer later after further checking (I think this answer might be the one).
16434707,16434544,23578730,Sorry for the delay and thanks to everyone who participated. This answer is the one I've used. It's working great. Thanks Yogesh.
16435171,16434544,23571134,"Instead of having to pass the date as formatted string, this should also work as query (with timestamp as parameter): `SELECT ... WHERE date = DATE(FROM_UNIXTIME( ? )) LIMIT 1`. `DROM_UNIXTIME(...)` converts a timestamp to `datetime`, `DATE()` converts this to `date` (i.e. lowers precision from second to day)."
16435171,16434544,23572099,"not ""instead"" but ""as well"". there are many ways for date conversions, but it is not the topic of question."
16439607,16439607,23578111,Reset the simulator and check once.
16439607,16439607,23602320,"@Jyotishree No, the message still displaying."
16444239,16439607,23602295,But I got a black screen.
16444239,16439607,23609750,"You're right, I still had a main nib file and that's why i didn't need to alloc-init my self.window I now actually tried your setting and self.window does need initialization, your code, however, works fine and doesn't give me any warning (no storyboard, no xib files, all done through code)!"
16444239,16439607,23609922,"Did you delete the property ""Main storyboard file base name"" in the project plist file?"
16444239,16439607,23609949,"Could you create a project using storyboard, and then disable the storyboard and try the code again? Because I am wondering that it's because of the storyboard is missing, but the code is working, and the  system couldn't get around with that."
16444239,16439607,23610101,"I tried! No matter what i do, i never get that warning! I tried: -Deleting the storyboard file without changing the project settings, leaving the storyboard file and editing the project properties so that it wouldn't use it, deleting the file and editing the project storyboard property and even leaving both the storyboard file and the project property!"
16444239,16439607,23638368,I see. Could I just ignore the message?
16461085,16460760,23644848,"thank you very much, i am new to java. Can you direct me to any website or something where i can learn more about it??"
16461085,16460760,23649466,Follow the trail: [Java Applets](http://docs.oracle.com/javase/tutorial/deployment/applet/)
16461643,16460760,23644781,if it's not applet then what is it??? or the right question would be how can i make it applet pgm??
16461643,16460760,23647266,"@ChandrakantSingh If You have read the Link I have sent you and checked the Answer Below from Reimus An Applet requires init method in place of the main Method you have Also you have extended Frame Innstead of JApplet or Applet. To amke this an Applet you need to Follow the Applet Life cycle and Add init, start, stop or destroy Methods."
17151805,17150082,24847048,"Yes, I did have a look at the question that you linked before posting this question. But it didn't help."
17356432,17346886,25278643,"Ok. A number of issues have come up as I have tried to implement your suggestions:&#xA;&#xA;1. The xsd validator my editor uses is only compatible with xsd version 1.0. Nonetheless, I've attempted to acheive my goal with 1.0 based off your example above. In doing so, I've encountered the following issues/questions:"
17356432,17346886,25278663,"1(a). I still need to have a local copy of the schema used to validate schema documents, right?  (in your case: sfsd-11.xsd, and in my case: the schema found at http://www.w3.org/2001/XMLSchema ? [named however I choose to name it?)?"
17356432,17346886,25278686,"1(b). When I try and save the local copy of the schema found at http://www.w3.org/2001/XMLSchema, I get validation errors for that schema, citing that 'xs:occurs' is already declared.'  If I comment out that attributeGroup, I get similar errors throughout."
17356432,17346886,25278796,"1 (c). Note that I have included the XMLSchema.dtd header at the top of my localy saved schema (and have the dtd locally saved) the attributes of my local schema:&#xA;&#xA;<!DOCTYPE schema SYSTEM ""XMLSchema.dtd"">&#xA;""<xs:schema targetNamespace=""http://www.w3.org/2001/XMLSchema"" &#xA;	blockDefault=""#all"" &#xA;	elementFormDefault=""qualified"" &#xA;	version=""1.0"" &#xA;	xmlns:xs=""http://www.w3.org/2001/XMLSchema"" &#xA;	xml:lang=""EN"" &#xA;	xmlns:hfp=""http://www.w3.org/2001/XMLSchema-hasFacetAndProperty"" &#xA;	finalDefault="""" attributeFormDefault=""unqualified"">"
17356432,17346886,25278823,"1 (c) (continued) &#xA;When I delete xmlns:xs=""http://www.w3.org/2001/XMLSchema"" (which I suspected would get rid of the duplicate definition errors, I get another error that states ""Element 'xs:schema' has no declaration for an attribute named 'xmlns:hfp'""&#xA;&#xA;Can you or anyone tell me what the I'm doing wrong here?"
17366037,13864443,31760924,"Good to know, but Guice isn't a CDI implementation, and as explained under Rob's answer, CDI rules out injection of final fields."
17428432,17426181,25336047,I am not getting any option like SVNKit at that place.
17428432,17426181,25345322,"@pandit Go to the Help menu and install [CollabNet Desktop - Eclipse Edition](http://www.open.collab.net/downloads/desktops/installing_cdee.html) This should give you the option of installing SVNKit. (As well as Subversive). One of the problems is that SVNKIt's [Open Source license](https://en.wikipedia.org/wiki/SVNKit#Licensing) is a bit wanky, and Subclipse might not have given you the choice over JavaHL. See [the SVNBook](http://svnbook.red-bean.com/en/1.7/svn-book.html#svn.developer.usingapi.otherlangs) about SVNKIt vs JavaHL."
17428432,17426181,25345448,@pandit - One more thing: You can use SVNKit with either Subclipse or Subversive. You don't have to use Subversive as your Eclipse SVN client if you rather use Subversive.
17428432,17426181,25345643,@pandit - I just looked at the Subversive webpage: _JavaHL and SVNKit EPL-incompatible SVN Connectors are marked as “exempt pre-req” and “works with” dependencies (correspondingly) and are distributed from polarion.com_. That might be the issue: Subversive might not have installed either plugin.
17428432,17426181,25382849,"I got my solution, binary files was missing"
17439702,13864443,25336415,"While it seems that Guice allows to use field injection on final fields, the CDI spec specifically excludes that: ""An injected field is a non-static, non-final field of a bean class ..."" (3.8).&#xA;&#xA;Also, the CDI spec doesn't seem to say anything about whether injection is done in a single thread or not."
17439702,13864443,31760327,"Nice summary, thanks!"
17576060,17576060,25574570,"The R internal plotting systems don't allow dynamic operations, but you can call OpenGL and TclTK graphing systems from within R, and those (IIRC) let you adjust dynamically, add slidebar controls, etc."
17576060,17576060,25575233,And let's not forget [Shiny](http://www.rstudio.com/shiny/)!
17591747,17591278,25669892,"First thanks you for your answer, and then sorry for the delay!"
17591747,17591278,25670160,"`$i3` counter needs to be incremented only if the `if` condition is true, that's why I set it alone.&#xA;I tried your suggestion with some modification and it worked in a certain way (I'll edit my post in few minutes), but the array `$line` seems to keep the size and values of his first passage, and then, for the others passages, it replace the old values by the new ones who have the same index... but old values who'll have a bigger index than the new values, will remain the same as for the first passage."
18377214,18377149,26985467,I need to call a controller method to post the model property and value to the server.  Sorry for not mentioning it.  This also does not seem to work when the value is already preset to true.
18377214,18377149,26985565,@RyanP13 I have updated my answer.
18377214,18377149,27014336,How about for multiple list elements?  I would need to know which one was clicked to update the associated model.
18377214,18377149,27018658,"@RyanP13 In that case you can pass the index of the item to the function: `ng-click=""chkItem($index)""`."
18377214,18377149,27020218,I am not using ng-repeat though.  It is a a hard coded template not data driven.
18377214,18377149,27020280,@RyanP13 Can you share more of your HTML? How exactly are you using `data` model inside the HTML?
18377214,18377149,27022064,updated with full html partial
18377214,18377149,27023923,@RyanP13 Have a look at my updated answer.
18466036,18466036,27140620,how do you go back to *index.html* and where do you have all js libraries loaded?
18466036,18466036,27141122,"I go back to index.html using the link that you see in the code.&#xA;For the javascript libraries, I have them splitted just after the div with page role, only the common ones (jquery mobile, cordova, and similar) are inside the `<head>` tag."
18466036,18466036,27141203,"But seriously it doesn't seem a problem related on how the scripts are loaded, the correct function is called and the active page is correct. BUT the panel is not shown"
18466036,18466036,27141586,do you navigate away with the panel open? does it happen on all pages or only mainpage?
18466036,18466036,27141937,"I've tried every possible combination (panel closed or opened and navigate to different pages).&#xA;The problem is only with the mainpage.&#xA;&#xA;Example: let's say I have the pages `mainpage`, `elist`, `estats`.&#xA; 1) First load, mainpage shown: panel works (close/open all the time you want);&#xA; 2) I change page, I go to elist. Panel works.&#xA; 3) I go to estats, Panel works.&#xA; 4) Repeat 2) and 3) how many times you want, it works.&#xA; 5) Go back in mainpage: doesn't work anymore.&#xA;&#xA;Another interesting thing is that if I go again to another page, in that page the panel works. it's only mainpage the problem"
18466036,18466036,27143594,"I try to add some details to give additional infos:&#xA;&#xA;- there aren't duplicated ids;&#xA;- it doesn't matter from which page I come from, the problem in mainpage it's there;&#xA;- The HTML page is validated correctly from the W3C tool, Javascript is valid too and there aren't errors in the console"
18466036,18466036,27143994,"try `$('#mainmenu').panel(""open"");` without `$.mobile.activePage....`"
18466036,18466036,27167689,"Thanks Omar, I've tried but in this way it doesn't work on every page.&#xA;I've tried even to apply a class to the panel and change to code to $('.theclass').panel(""open""). It's a terrible solution because calls a function on every panel in the DOM, but even like this doesn't work, with the same behavior of the .ativePage.find(....).panel(""open""). I don't know what else to try :)"
18473247,18466036,27167524,"Thanks for the reply Drew.&#xA;Anyway, as I wrote before, it's not a problem related to events fired or not, because I can see that I reach the function `showMenu()`, and I see the message printed on the console with the statement `console.log(""showmenu active page is: "" + $.mobile.activePage.attr(""id""));`. So, the events/callbacks stuff works correctly AND the activePage id is correct. But the panel is never visualized :\"
18473247,18466036,27183129,@LorenzoS I played around a bit more and updated my answer
18473247,18466036,27214810,"for now thanks for you kindness trying all of this.&#xA;I've currently moved a bit something, the entry page is not anymore the same so the problem is less relevant now. BUT I will try and eventually accept your answer, even if it's more a workaround (working with activePage has to work, right? :) ). Thank you."
18482925,18482925,27169127,possible duplicate of [remove .php extension with .htaccess](http://stackoverflow.com/questions/4026021/remove-php-extension-with-htaccess)
18482979,18482925,27169270,"I guess thats what I have been looking for.. Thanks Luka, that was quick and perfect."
18482979,18482925,27169279,You're welcome.
18483317,18482925,27169848,Thanks Prix.. for your help
18556326,18556326,27298478,"Is that some kind of spam or are you just unable to type ""jsfiddle""?"
18556326,18556326,27298501,"Right now `greet()` invokes its inner function and returns its result. It does not return the function. Therefore, `greet(""Smak"")` will indeed alert immediately, and your further assumptions are wrong."
18556326,18556326,27298503,"In your first fiddle, the `return` is missing. Hence the error."
18556326,18556326,27298513,Why do you have a different code in the fiddle and here ?
18556326,18556326,27298524,"You could easily debug and see your error by using the browser's JavaScript/Error Console which says: ""Uncaught TypeError: undefined is not a function""."
18556326,18556326,27568025,"Are you saying that you figured out the problem and you're linking to the code that works? If you resolved the problem, you should post the solution as an answer and mark it as accepted rather than linking to a solution from the question."
18556364,18556326,27298650,"@SubhrashisDas, you forgot to remove the parentheses after `doAlert` in that fiddle. `greet()` is still not returning a function."
18556364,18556326,27298734,"@Ted Hopp I did it correctly, but why it is not Working. Look  http://jsfiddle.net/QHN6T/10 and only Smak is working not other."
18556364,18556326,27298784,@Frederic Hamidi. Please update jsfiddle and please comment the link of the correct approach.
18556364,18556326,27298823,"@SubhrashisDas, please read this answer (and the other one by aefxx) one more time. Try to understand what they say about `return doAlert()` being different from `return doAlert`. Then apply that knowledge to your code."
18556364,18556326,27298900,"@SubhrashisDas - I looked at your jsfiddle. The code on line 7 should be changed from `return doAlert();` to `return doAlert;` (without the parentheses). The reason you only see `Smak` is because when `greet(""Smak"")` is called, it generates the alert and then returns `undefined`. Since line 10 is actually `greet(""Smak"")();`, the second parentheses cause an error (because `undefined` is not a function) and the script stops. Change line 7 and all should be well."
18556364,18556326,27298992,"@Ted Hopp, Thanks for your time."
18556365,18556326,27298768,It's not working for all look http://jsfiddle.net/QHN6T/12/ . Otherwise please update jsfiddle and give me the solution.
18556365,18556326,27298775,"@SubhrashisDas, are you even *reading* these answers?"
18556365,18556326,27298789,"Nope, I won't fiddle with your fiddle. Go fiddle yourself."
18556365,18556326,27298847,"@Frédéric Hamidi, I just want that all the pop-up in the web page. Please help."
18556365,18556326,27298858,"@aefxx, Thanks 2 help me."
18556378,18556326,27299207,+1 for mentioning closures
18638192,18636522,27440321,"This is really fragile. (For example, when pasting.) It will also break when text is just added at the end."
18638192,18636522,27440388,I also thought of this but I have 3-20 textboxes per page.
18638192,18636522,27440426,Sorry . but I did not paste the code wrote it down here ... :) did not see where the cursor to the code section went wrong. thanks for the correction :)
18638192,18636522,27440476,have a common selection change for each element and keep a track of the last changed text box name or index ...
18638192,18636522,27440513,typecast the sender object as &#xA;&#xA;((TextBox)sender).Text use this rather than txtSel.text that I wrote
18638192,18636522,27441155,ok but I must update prevVal after I set the selectionStart and must use string variables for every textboxes I have
18638192,18636522,27445560,Yes prevVal must be updated constantly and better if you maintain a key value pair . Do some thing update the prevVal on focus first to store the current data then compare it in the textchanged and set the cursor. Theres no direct method to go through it so u will have to code it through. Forgive me if i spell or write wront m using a note currently
18638192,18636522,27462451,thanks updating preval on focus is a good idea
18638192,18636522,27467821,"@Anobik I got 1 problem left now. When I Type at the end, the if case crashes for prevVal gets ""Index and length must refer to a location within the string."" error"
18638192,18636522,27467855,Please proceed :)
18638192,18636522,27468107,I can use a counter. at got focus the counter sets to zero and increases everytime in the textChanged event and checks and do stuff when counter is even.
18638192,18636522,27468634,"Yes, But tell me one thing weather you would like to do it for a particular textbox that are even in position with respect to the parent child relation. ?"
18638192,18636522,27470348,sorry but I dont get it.
18638192,18636522,27470883,let us [continue this discussion in chat](http://chat.stackoverflow.com/rooms/36922/discussion-between-anobik-and-eomer)
18776480,2076299,28135693,In my initial tests this seems like the best solution.
18776480,2076299,30918469,this is the only solution that works
18776480,2076299,31617051,"i have no idea why this has so few votes, works perfectly!"
18776480,2076299,32392744,doesn't work in firefox
18776480,2076299,39717132,Working in Firefox 31.0
18776480,2076299,43434804,doesint work in chrome
18776480,2076299,44245382,Doesn't work in Firefox 34.0
18776480,2076299,46270317,"Bad side of this solution is that a get request is sent to server. But on the other side, I haven't found any other solution."
18776480,2076299,53329712,"NOT working:  Firefox 41, Chrome 45"
